,45,46,44,43,42,41,47,48,49,50,51,52,53,54,61,62,63,64,65,60,59,58,66,55,56,57,67,68,69,70,71,72,73,74,75
PRES16,22693.0,15793.0,22479.0,16779.0,8441.0,3345.0,6424.0,2818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,1175.0,2767.0,,,,,8485.0,17817.0,21893.0,22115.0,13439.0,7146.0,3549.0,1100.0,,,,,,,,,,,,,,,,,,,,,
SEN20,,2635.0,,,,,5559.0,15054.0,22006.0,22914.0,16698.0,9952.0,3608.0,823.0,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,1969.0,7342.0,16284.0,22972.0,21905.0,15977.0,7193.0,,,,,,,,,,3590.0,1725.0,,,,,,,,,,
MSU22,,,,,,,,1275.0,4475.0,11668.0,19408.0,22711.0,19937.0,11114.0,,,,,,,,,,5578.0,2248.0,892.0,,,,,,,,,
WSU22,,,,,,,,,1177.0,5187.0,11722.0,19174.0,21958.0,19724.0,,,,,,,,,,12156.0,5016.0,2446.0,,,,,,,,,
BOE22,,,,,,,,,,1931.0,5452.0,12626.0,19952.0,21262.0,,,,,,,1106.0,2094.0,,18280.0,11128.0,5179.0,,,,,,,,,
UOM22,,,,,,,,,,1333.0,3886.0,10640.0,17328.0,21087.0,,,,,,,1503.0,2971.0,,20552.0,13664.0,6201.0,,,,,,,,,
SEN18,,,,,,,,,,,,,1564.0,4568.0,2779.0,,,,,6814.0,13789.0,19562.0,,11542.0,17048.0,20969.0,,,,,,,,,
GOV18,,,,,,,,,,,,,,,20732.0,23663.0,17648.0,10936.0,4432.0,11785.0,5902.0,1856.0,1888.0,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,19235.0,14272.0,8949.0,4026.0,1996.0,19637.0,17116.0,8637.0,744.0,,,3975.0,,,,,,,,,
AG22,,,,,,,,,,,,,,,21080.0,23072.0,17582.0,8884.0,4633.0,14409.0,5846.0,2098.0,1558.0,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,2136.0,6612.0,13837.0,18781.0,20515.0,,,,16391.0,,,,11197.0,5671.0,2653.0,996.0,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.0,4867.0,10746.0,19612.0,23717.0,21264.0,11316.0,4888.0,1434.0
