,47,46,45,44,43,42,41,40,51,50,49,48,52,59,60,61,62,63,64,58,65,57,56,55,54,53,66,67,68,69,70,71,72,73
PRES16,1081.0,6793.0,18877.0,26303.0,24098.0,16127.0,5190.0,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,12624.0,4820.0,1145.0,,,,,,8093.0,21901.0,27047.0,21432.0,2096.0,,,,,,,,,,,,,,,,,,,,,
SEN20,9127.0,1946.0,,,,,,,14135.0,24315.0,27541.0,17059.0,4304.0,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,,26966.0,15769.0,6881.0,1957.0,22738.0,,,,,,,,,,,2204.0,7270.0,15406.0,,,,,,,,
BOE22,,,,,,,,,2353.0,,,,7977.0,,,,,,,1820.0,,6470.0,16547.0,22946.0,24699.0,16202.0,,,,,,,,
MSU22,,,,,,,,,23474.0,12941.0,5439.0,1162.0,25374.0,,,,,,,,,,,2624.0,9521.0,18798.0,,,,,,,,
UOM22,,,,,,,,,1961.0,,,,6696.0,,,,,,,2376.0,,8973.0,18550.0,24174.0,22427.0,13516.0,,,,,,,,
WSU22,,,,,,,,,9510.0,3248.0,,,17633.0,,,,,,,,,1162.0,6297.0,16005.0,22768.0,22282.0,,,,,,,,
GOV18,,,,,,,,,,,,,,7507.0,15233.0,20975.0,21178.0,14906.0,8438.0,5175.0,2644.0,2568.0,,,,,,,,,,,,
SEN18,,,,,,,,,,,,,,15475.0,9674.0,4329.0,1706.0,,,18689.0,,21962.0,18231.0,6589.0,2628.0,,,,,,,,,
SOS18,,,,,,,,,,,,,,19753.0,21174.0,22170.0,13976.0,6137.0,1665.0,8913.0,,4231.0,1431.0,,,,,,,,,,,
AG22,,,,,,,,,,,,,,4758.0,14538.0,25475.0,26626.0,17706.0,6361.0,1829.0,1602.0,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,1053.0,5098.0,13118.0,20724.0,24565.0,,19688.0,,,,,,10727.0,3525.0,984.0,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,1062.0,,,,,,2166.0,5705.0,11910.0,18589.0,21565.0,20061.0,12146.0,5488.0
