,6,5,4,3,7,8,9,10,11
PRES16,14325.0,46688.0,36421.0,1796.0,,,,,
AG18,53834.0,27283.0,4212.0,,14096.0,,,,
GOV18,2206.0,,,,17845.0,40945.0,32045.0,6745.0,
SEN18,43719.0,5810.0,,,42568.0,7659.0,,,
SOS18,8041.0,,,,40140.0,38898.0,11691.0,1046.0,
PRES20,46100.0,21341.0,3324.0,,26074.0,3058.0,,,
SEN20,47813.0,34767.0,6796.0,,10397.0,,,,
AG22,2157.0,,,,19997.0,43391.0,29077.0,5288.0,
BOE22,57673.0,15187.0,1370.0,,23472.0,2284.0,,,
MSU22,49796.0,32072.0,6036.0,,11660.0,,,,
UOM22,54807.0,14652.0,1342.0,,26531.0,2644.0,,,
WSU22,55413.0,22441.0,2679.0,,18260.0,1192.0,,,
GOV22,,,,,5276.0,28856.0,50326.0,14930.0,
SOS22,,,,,,1440.0,20261.0,60894.0,17185.0
