,16,15,17,18,14,13,19,20,22,23,24,21,25,26,27
PRES16,31821.0,33100.0,13524.0,2317.0,15492.0,3210.0,,,,,,,,,
AG18,19568.0,4058.0,34565.0,29064.0,,,10731.0,1507.0,,,,,,,
PRES20,20172.0,4794.0,34965.0,27165.0,,,9828.0,2473.0,,,,,,,
SEN20,18684.0,4701.0,30615.0,29028.0,,,13304.0,2742.0,,,,,,,
BOE22,3230.0,,16697.0,32178.0,,,30851.0,13697.0,,,,2935.0,,,
MSU22,11275.0,1712.0,29413.0,32464.0,,,19269.0,5088.0,,,,,,,
UOM22,2797.0,,14502.0,30302.0,,,32425.0,16030.0,,,,3412.0,,,
WSU22,5600.0,,21789.0,33616.0,,,27112.0,9495.0,,,,1660.0,,,
SEN18,,,3633.0,16450.0,,,31715.0,30618.0,3294.0,,,13367.0,,,
SOS18,,,,1332.0,,,8213.0,20843.0,23964.0,9637.0,2016.0,33524.0,,,
AG22,,,,971.0,,,6470.0,19226.0,26413.0,11551.0,2699.0,31946.0,,,
GOV18,,,,,,,5349.0,17063.0,27298.0,13468.0,2902.0,32631.0,,,
GOV22,,,,,,,1348.0,8264.0,31911.0,22485.0,9339.0,24595.0,1800.0,,
SOS22,,,,,,,,,6658.0,18567.0,30911.0,,26820.0,12559.0,3226.0
