,1,2,3,4,5,6,7,8,9,10,11,12
0.4,95667,10500,0,0,0,0,0,0,0,0,0,0
0.44,73849,4,0,0,0,0,0,0,0,0,0,0
0.45,63694,0,0,0,0,0,0,0,0,0,0,0
0.46,47093,0,0,0,0,0,0,0,0,0,0,0
0.48,17354,0,0,0,0,0,0,0,0,0,0,0
0.5,9106,0,0,0,0,0,0,0,0,0,0,0
0.6,15,0,0,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
