,13,14,15,16,17,18,19,20,22,21,23,24,27,26,25
PRES16,1924.0,12269.0,28349.0,33722.0,18949.0,4154.0,,,,,,,,,
AG18,,,3738.0,16921.0,34190.0,30531.0,11339.0,2720.0,,,,,,,
PRES20,,,3731.0,18323.0,32773.0,29643.0,12679.0,2619.0,,,,,,,
SEN20,,,5265.0,17203.0,29557.0,28286.0,14862.0,3885.0,,,,,,,
MSU22,,,2823.0,13447.0,28394.0,32804.0,16662.0,5114.0,,,,,,,
WSU22,,,1007.0,8655.0,23670.0,33238.0,22762.0,8983.0,,1576.0,,,,,
SEN18,,,,1072.0,7478.0,21964.0,31683.0,24587.0,2183.0,10785.0,,,,,
BOE22,,,,6522.0,19975.0,33032.0,24992.0,12148.0,,2517.0,,,,,
UOM22,,,,5749.0,18169.0,32725.0,26074.0,13189.0,,3213.0,,,,,
GOV18,,,,,,2599.0,10267.0,26092.0,20392.0,33214.0,6517.0,,,,
SOS18,,,,,,2641.0,11750.0,26503.0,20675.0,31480.0,5997.0,,,,
AG22,,,,,,3245.0,12528.0,29538.0,16737.0,32402.0,4746.0,,,,
GOV22,,,,,,,2982.0,14379.0,30017.0,34346.0,14648.0,3050.0,,,
SOS22,,,,,,,,,12379.0,1706.0,30606.0,31350.0,1147.0,5898.0,16732.0
