,41,42,43,44,45,40,46,47,48,49,50,51,52,53,60,59,61,62,58,63,64,65,57,56,55,54,66,67,68,69,70,71,72,73,74,75,76
PRES16,6832.0,13477.0,19441.0,21459.0,18782.0,2526.0,10068.0,4541.0,1628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN20,,,,,899.0,,3866.0,10738.0,16934.0,22975.0,20869.0,14325.0,5855.0,2555.0,,,,,,,,,,,,,,,,,,,,,,,
AG18,,,,,,,3350.0,9554.0,16778.0,24047.0,22020.0,13979.0,6512.0,2362.0,,,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,1484.0,4543.0,10841.0,18296.0,22187.0,20173.0,13397.0,,,,,,,,,,,2053.0,5668.0,,,,,,,,,,,
MSU22,,,,,,,,1190.0,2670.0,6872.0,14432.0,19999.0,23210.0,15898.0,,,,,,,,,,1068.0,4347.0,9868.0,,,,,,,,,,,
WSU22,,,,,,,,,,1927.0,7207.0,14667.0,19765.0,21256.0,,,,,,,,,1517.0,4352.0,11020.0,17223.0,,,,,,,,,,,
BOE22,,,,,,,,,,,2754.0,7195.0,14837.0,21730.0,,,,,1517.0,,,,3313.0,9541.0,15799.0,22533.0,,,,,,,,,,,
UOM22,,,,,,,,,,,1948.0,6104.0,12804.0,20668.0,,,,,2116.0,,,,5079.0,10988.0,17656.0,22009.0,,,,,,,,,,,
SEN18,,,,,,,,,,,,,1081.0,3992.0,3082.0,7615.0,1021.0,,14531.0,,,,21915.0,21385.0,15672.0,9039.0,,,,,,,,,,,
GOV18,,,,,,,,,,,,,,,16574.0,11567.0,19920.0,20607.0,5156.0,13085.0,6731.0,2370.0,2069.0,,,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,21461.0,18954.0,18232.0,10103.0,13511.0,4677.0,1651.0,,7576.0,2584.0,,,,,,,,,,,,,
AG22,,,,,,,,,,,,,,,14599.0,9234.0,19610.0,20055.0,4978.0,15903.0,8844.0,3441.0,1737.0,,,,966.0,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,1319.0,,4478.0,8467.0,,15484.0,19778.0,19110.0,,,,,15812.0,8122.0,4580.0,1771.0,,,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,,,,,919.0,2977.0,6959.0,12925.0,19222.0,21199.0,17674.0,10237.0,4446.0,1991.0,871.0
