,1,2,3,4,5,6,7,8,9,10,11,12
0.4,96584,9968,0,0,0,0,0,0,0,0,0,0
0.44,79560,203,0,0,0,0,0,0,0,0,0,0
0.45,72598,48,0,0,0,0,0,0,0,0,0,0
0.46,65667,7,0,0,0,0,0,0,0,0,0,0
0.48,51392,0,0,0,0,0,0,0,0,0,0,0
0.5,45001,0,0,0,0,0,0,0,0,0,0,0
0.6,29101,0,0,0,0,0,0,0,0,0,0,0
0.7,38,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
