,1,2,3,4,5,6,7,8,9,10,11,12
0.4,100000,5262,0,0,0,0,0,0,0,0,0,0
0.44,100000,279,0,0,0,0,0,0,0,0,0,0
0.45,92146,75,0,0,0,0,0,0,0,0,0,0
0.46,81186,1,0,0,0,0,0,0,0,0,0,0
0.48,63103,0,0,0,0,0,0,0,0,0,0,0
0.5,54975,0,0,0,0,0,0,0,0,0,0,0
0.6,35816,0,0,0,0,0,0,0,0,0,0,0
0.7,50,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
