,4,5,6,3,7,8,9,10,11
PRES16,39755.0,43966.0,12076.0,3552.0,,,,,
AG18,3779.0,31064.0,51839.0,,12781.0,,,,
PRES20,4251.0,25180.0,45985.0,,22346.0,2129.0,,,
SEN20,7325.0,38861.0,44212.0,,9320.0,,,,
BOE22,1587.0,18970.0,56293.0,,21453.0,1630.0,,,
MSU22,6803.0,35224.0,47391.0,,10201.0,,,,
UOM22,1508.0,18347.0,54848.0,,23243.0,2019.0,,,
WSU22,3069.0,25910.0,54297.0,,15819.0,,,,
SEN18,,6895.0,45004.0,,41470.0,6496.0,,,
GOV18,,,1870.0,,18680.0,40211.0,31660.0,7360.0,
SOS18,,,7918.0,,40104.0,38049.0,12734.0,1016.0,
AG22,,,2499.0,,22133.0,43690.0,27400.0,4202.0,
GOV22,,,,,5736.0,27397.0,50339.0,15973.0,
SOS22,,,,,,1143.0,16932.0,60286.0,21386.0
