GEOID20,assignment
26003003001,38
26003003007,38
26003003010,38
26003003005,38
26003003009,38
26003003006,38
26003003003,38
26003ZZZZZZ,38
26129129017,36
26129129004,36
26129129010,36
26129129012,36
26129129005,36
26129129014,36
26129129006,36
26129129003,36
26129129007,36
26129129013,36
26129129001,36
26129129011,36
26129129008,36
26129129002,36
26129129009,36
26129129016,36
26129129015,36
26107107015,30
26107107009,30
26107107016,30
26107107021,30
26107107011,30
26107107020,30
26107107004,30
26107107012,30
26107107001,30
26107107006,30
26003003002,38
26003003004,38
26007007017,36
26007007015,36
26007007013,36
26007007014,36
26007007016,36
26007007004,36
26007007001,36
26117117023,31
26117117001,31
26117117030,31
26117117002,31
26117117013,31
26117117027,31
26117117024,31
26117117016,31
26117117019,31
26117117012,31
26117117003,31
26117117026,31
26117117020,31
26117117022,31
26117117005,31
26037037022,25
26037037024,25
26037037033,25
26037037011,25
26037037006,25
26037037009,25
26037037021,30
26037037019,25
26037037026,25
26037037008,25
26037037017,25
26037037031,25
26037037018,25
26037037004,25
26037037027,25
26037037013,25
26037037014,25
26037037007,25
26037037001,25
26037004042,25
26037037016,25
26113113003,36
26113113005,36
26113113009,36
26117117007,31
26117117014,31
26117117025,31
26117117006,31
26117117010,31
26117117017,31
26117117008,31
26117117011,31
26117117028,31
26117117015,31
26117117018,31
26117117029,31
26117117004,31
26117117009,31
26163163318,8
26163163567,1
26163163920,2
26163163134,4
26163163513,1
26163163463,7
26163163028,2
26163163294,6
26163163843,5
26163163329,8
26163163001,4
26163163336,7
26163163346,7
26163163738,1
26163163889,1
26163163473,7
26163163875,2
26163163451,7
26163163628,6
26163163953,3
26163163063,3
26163163861,2
26163163383,8
26163163810,14
26163163670,2
26121121055,35
26121121054,35
26121121041,35
26121121067,35
26121121039,35
26121121022,35
26121121008,35
26121121006,35
26121121028,35
26121121061,31
26121121001,35
26121121010,35
26121121066,35
26121121047,35
26121121045,35
26095095001,38
26095095004,38
26095095002,38
26095ZZZZZZ,38
26157157009,27
26157157017,27
26157157007,28
26157157002,28
26157157013,28
26157157004,27
26157157001,27
26157157026,27
26157157012,28
26157157020,27
26157157025,28
26157157028,27
26157157016,27
26157157022,28
26157157014,28
26157157031,28
26157157015,27
26157157018,28
26157157011,28
26157157023,27
26157157006,28
26157157032,27
26157157030,27
26157157021,28
26047047012,37
26047047020,37
26047047008,37
26047047022,37
26047047003,37
26047047019,37
26047047021,37
26047047010,37
26047047013,37
26047047007,37
26047047011,37
26047047016,37
26047047009,37
26047047014,37
26047047023,37
26047047005,37
26047047001,37
26047047006,37
26047ZZZZZZ,37
26047047004,37
26047047017,37
26047047015,37
26057057008,30
26057057014,30
26039039005,36
26039039008,36
26039039007,36
26039039006,36
26039039010,36
26039039001,36
26039039004,36
26039039002,36
26039039003,36
26039039009,36
26047047018,37
26157157003,27
26157157024,27
26157157027,27
26157157008,27
26157157005,28
26017017029,29
26017017025,29
26017017036,29
26017017042,29
26017017013,29
26017017037,29
26017017022,30
26017017031,29
26017017023,30
26017017041,36
26017017026,29
26017017035,29
26017017020,29
26017017034,29
26017017043,29
26017017015,29
26017017030,29
26017017021,36
26017017006,29
26017017045,29
26017017039,30
26017017028,29
26017017040,36
26017017017,29
26017017009,29
26017017003,29
26017017044,29
26017017012,29
26145145039,29
26145145081,29
26145145069,27
26145145007,30
26145145083,29
26145145027,27
26145145048,29
26145145061,29
26145145006,30
26145145072,27
26121121002,31
26121121029,35
26121121009,35
26121121019,35
26121121020,35
26121121034,35
26121121021,35
26121121007,35
26121121051,35
26121121052,35
26121121027,35
26121121013,35
26121121033,35
26121121030,35
26121121036,35
26121121012,35
26121121044,35
26121ZZZZZZ,35
26121121025,35
26121121040,35
26121121024,35
26121121050,35
26121121026,35
26121121043,35
26121121057,35
26121121035,35
26121121017,35
26121121063,35
26121121018,35
26121121059,35
26121121037,35
26121121058,35
26121121032,35
26121121042,35
26121121062,35
26145145003,27
26145145021,27
26145145022,27
26145145001,27
26145145058,29
26145145013,29
26145145031,27
26007007008,36
26007007009,36
26007007002,36
26007007003,36
26007007012,36
26007007011,36
26007ZZZZZZ,36
26007007007,36
26007007006,36
26007007010,36
26007007005,36
26017017016,29
26017017033,29
26017017014,29
26017017008,29
26017017018,29
26017017019,29
26017017002,29
26017017004,29
26017017032,29
26017017005,29
26017017010,29
26017017038,29
26017017001,29
26009009003,37
26009009008,37
26009009016,37
26009009001,37
26009009004,37
26009009009,37
26009009014,37
26009009012,37
26009009005,37
26009009006,37
26009009007,37
26009009013,37
26009009015,37
26009009010,37
26009009002,37
26009009011,37
26017017011,29
26017017046,29
26017017007,29
26017017027,29
26017017024,29
26017001004,29
26159ZZZZZZ,22
26163163727,3
26163163705,10
26163163370,8
26163163440,7
26163163042,3
26163163877,2
26163163217,5
26163163551,1
26163163982,2
26163163026,2
26163163957,3
26163163374,7
26163163662,3
26163163229,6
26163163757,5
26163163766,3
26163163438,7
26163163315,8
26163163538,1
26163163884,2
26163163742,1
26163163067,3
26163163480,1
26163163068,3
26163163356,7
26163163625,1
26163163231,6
26163163260,6
26163163573,1
26163163447,7
26163163885,2
26163163025,2
26163163061,3
26163163338,7
26163163015,1
26163163657,3
26163163776,3
26163163934,3
26163163024,2
26163163798,14
26163163082,4
26163163219,5
26163163091,4
26163163271,6
26163163106,4
26163163950,3
26163163616,4
26163163293,6
26163163751,5
26163163027,2
26163163100,4
26163163069,3
26163163034,3
26163163225,6
26163163892,1
26163163700,7
26163163623,1
26163163351,8
26163163886,1
26163163077,4
26163163894,1
26163163983,2
26163163064,3
26163163901,1
26163163748,5
26163163327,9
26163163806,14
26163163924,2
26163163917,2
26163163911,2
26163163775,3
26163163087,4
26163163943,3
26163163109,4
26163163956,3
26163163195,5
26163163651,1
26163163520,7
26163163800,14
26163163352,7
26163163405,8
26163163721,3
26163163208,4
26163163869,2
26163163710,7
26163163487,1
26163163646,1
26163163870,2
26163163928,2
26163163664,3
26163163900,1
26163163361,7
26163163546,1
26163163086,4
26163163963,3
26163163938,3
26163163669,2
26163163552,1
26163163842,5
26163163523,1
26163163883,2
26163163006,1
26163163837,5
26163163858,2
26163163307,8
26163163931,2
26163163102,4
26163163968,3
26163163827,5
26163163126,4
26163ZZZZZZ,10
26163163032,3
26163163919,2
26163163764,3
26163163554,7
26163163663,3
26163163326,9
26163163198,6
26163163855,2
26163163344,7
26163163871,2
26163163291,5
26163163925,2
26163163070,3
26163163582,4
26163163489,7
26163163619,6
26163163458,7
26163163690,10
26163163839,5
26163163960,3
26163163048,3
26163163360,7
26163163927,10
26163163342,7
26163163145,4
26163163261,6
26135135004,36
26135135001,36
26135135005,36
26135135006,36
26135135003,36
26135135002,36
26135135007,36
26163163890,1
26163163895,1
26163163737,1
26163163186,5
26163163564,1
26163163773,5
26163163922,2
26081000002,31
26049000017,26
26057057004,30
26057057006,30
26057057005,30
26057057015,30
26057057017,30
26057057007,30
26057057019,30
26149149015,20
26149149024,20
26149149003,20
26149149016,20
26149149017,20
26149149023,20
26149149025,20
26149149002,20
26149149008,20
26149149009,20
26149149001,20
26149149026,20
26149149007,20
26149149018,20
26149149005,20
26149149014,20
26149149020,20
26149149019,20
26149149004,20
26149149006,20
26149149021,20
26149149010,20
26149149022,20
26107107002,30
26107107013,30
26107107017,30
26107107003,30
26107107010,30
26107107014,30
26107107008,30
26107107019,30
26107107005,30
26107107018,30
26057057018,30
26057057020,30
26145145025,27
26145145047,29
26145145085,29
26145145026,30
26145145056,29
26145145030,30
26145145010,27
26145145075,27
26163163096,4
26163163841,5
26163163183,5
26163163825,5
26163163531,7
26163163804,14
26163163154,5
26163163060,3
26163163667,2
26163163603,4
26163163270,6
26163163005,1
26163163608,4
26163163864,2
26163163412,8
26163163469,7
26163163937,3
26163163204,5
26163163408,8
26163163570,4
26163163650,1
26163163224,6
26163163031,3
26163163141,4
26163163661,3
26163163093,4
26163163313,8
26159159033,22
26159159025,22
26159159003,21
26159159028,22
26159159004,21
26159159021,22
26159159017,22
26009ZZZZZZ,37
26057057003,30
